actor_id,film_id,last_update
15,275,15-02-2006
15,280,15-02-2006
15,326,15-02-2006
15,342,15-02-2006
15,414,15-02-2006
15,445,15-02-2006
15,500,15-02-2006
15,502,15-02-2006
15,541,15-02-2006
15,553,15-02-2006
15,594,15-02-2006
15,626,15-02-2006
15,635,15-02-2006
15,745,15-02-2006
15,783,15-02-2006
15,795,15-02-2006
15,817,15-02-2006
15,886,15-02-2006
15,924,15-02-2006
15,949,15-02-2006
15,968,15-02-2006
15,985,15-02-2006
16,80,15-02-2006
16,87,15-02-2006
16,101,15-02-2006
16,121,15-02-2006
16,155,15-02-2006
16,177,15-02-2006
16,218,15-02-2006
16,221,15-02-2006
16,267,15-02-2006
16,269,15-02-2006
16,271,15-02-2006
16,280,15-02-2006
16,287,15-02-2006
16,345,15-02-2006
16,438,15-02-2006
16,453,15-02-2006
16,455,15-02-2006
16,456,15-02-2006
16,503,15-02-2006
16,548,15-02-2006
16,582,15-02-2006
16,583,15-02-2006
16,717,15-02-2006
16,758,15-02-2006
16,779,15-02-2006
16,886,15-02-2006
16,967,15-02-2006
17,96,15-02-2006
17,119,15-02-2006
17,124,15-02-2006
17,127,15-02-2006
17,154,15-02-2006
17,199,15-02-2006
17,201,15-02-2006
17,236,15-02-2006
17,280,15-02-2006
17,310,15-02-2006
17,313,15-02-2006
17,378,15-02-2006
17,457,15-02-2006
17,469,15-02-2006
17,478,15-02-2006
17,500,15-02-2006
17,515,15-02-2006
17,521,15-02-2006
17,573,15-02-2006
17,603,15-02-2006
17,606,15-02-2006
17,734,15-02-2006
17,770,15-02-2006
17,794,15-02-2006
17,800,15-02-2006
17,853,15-02-2006
17,873,15-02-2006
17,874,15-02-2006
17,880,15-02-2006
17,948,15-02-2006
17,957,15-02-2006
17,959,15-02-2006
18,44,15-02-2006
18,84,15-02-2006
18,144,15-02-2006
18,172,15-02-2006
18,268,15-02-2006
18,279,15-02-2006
18,280,15-02-2006
18,321,15-02-2006
18,386,15-02-2006
18,460,15-02-2006
18,462,15-02-2006
18,484,15-02-2006
18,536,15-02-2006
18,561,15-02-2006
18,612,15-02-2006
18,717,15-02-2006
18,808,15-02-2006
18,842,15-02-2006
18,863,15-02-2006
18,883,15-02-2006
18,917,15-02-2006
18,944,15-02-2006
19,2,15-02-2006
19,3,15-02-2006
19,144,15-02-2006
19,152,15-02-2006
19,182,15-02-2006
19,208,15-02-2006
19,212,15-02-2006
19,217,15-02-2006
19,266,15-02-2006
19,404,15-02-2006
19,428,15-02-2006
19,473,15-02-2006
19,490,15-02-2006
19,510,15-02-2006
19,513,15-02-2006
19,644,15-02-2006
19,670,15-02-2006
19,673,15-02-2006
19,711,15-02-2006
19,750,15-02-2006
19,752,15-02-2006
19,756,15-02-2006
19,771,15-02-2006
19,785,15-02-2006
19,877,15-02-2006
20,1,15-02-2006
20,54,15-02-2006
20,63,15-02-2006
20,140,15-02-2006
20,146,15-02-2006
20,165,15-02-2006
20,231,15-02-2006
20,243,15-02-2006
20,269,15-02-2006
20,274,15-02-2006
20,348,15-02-2006
20,366,15-02-2006
20,445,15-02-2006
20,478,15-02-2006
20,492,15-02-2006
20,499,15-02-2006
20,527,15-02-2006
20,531,15-02-2006
20,538,15-02-2006
20,589,15-02-2006
20,643,15-02-2006
20,652,15-02-2006
20,663,15-02-2006
20,714,15-02-2006
20,717,15-02-2006
20,757,15-02-2006
20,784,15-02-2006
20,863,15-02-2006
20,962,15-02-2006
20,977,15-02-2006
21,6,15-02-2006
21,87,15-02-2006
21,88,15-02-2006
21,142,15-02-2006
21,159,15-02-2006
21,179,15-02-2006
21,253,15-02-2006
21,281,15-02-2006
21,321,15-02-2006
21,398,15-02-2006
21,426,15-02-2006
21,429,15-02-2006
21,497,15-02-2006
21,507,15-02-2006
21,530,15-02-2006
21,680,15-02-2006
21,686,15-02-2006
21,700,15-02-2006
21,702,15-02-2006
21,733,15-02-2006
21,734,15-02-2006
21,798,15-02-2006
21,804,15-02-2006
21,887,15-02-2006
21,893,15-02-2006
21,920,15-02-2006
21,983,15-02-2006
22,9,15-02-2006
22,23,15-02-2006
22,56,15-02-2006
22,89,15-02-2006
22,111,15-02-2006
22,146,15-02-2006
22,291,15-02-2006
22,294,15-02-2006
22,349,15-02-2006
22,369,15-02-2006
22,418,15-02-2006
22,430,15-02-2006
22,483,15-02-2006
22,491,15-02-2006
22,495,15-02-2006
22,536,15-02-2006
22,600,15-02-2006
22,634,15-02-2006
22,648,15-02-2006
22,688,15-02-2006
22,731,15-02-2006
22,742,15-02-2006
22,775,15-02-2006
22,802,15-02-2006
22,912,15-02-2006
22,964,15-02-2006
23,6,15-02-2006
23,42,15-02-2006
23,78,15-02-2006
23,105,15-02-2006
23,116,15-02-2006
23,117,15-02-2006
23,125,15-02-2006
23,212,15-02-2006
23,226,15-02-2006
23,235,15-02-2006
23,254,15-02-2006
23,367,15-02-2006
23,370,15-02-2006
23,414,15-02-2006
23,419,15-02-2006
23,435,15-02-2006
23,449,15-02-2006
23,491,15-02-2006
23,536,15-02-2006
23,549,15-02-2006
23,636,15-02-2006
23,649,15-02-2006
23,673,15-02-2006
23,691,15-02-2006
23,766,15-02-2006
23,782,15-02-2006
23,804,15-02-2006
23,820,15-02-2006
23,826,15-02-2006
23,833,15-02-2006
23,842,15-02-2006
23,853,15-02-2006
23,855,15-02-2006
23,856,15-02-2006
23,935,15-02-2006
23,981,15-02-2006
23,997,15-02-2006
24,3,15-02-2006
24,83,15-02-2006
24,112,15-02-2006
24,126,15-02-2006
24,148,15-02-2006
24,164,15-02-2006
24,178,15-02-2006
24,194,15-02-2006
24,199,15-02-2006
24,242,15-02-2006
24,256,15-02-2006
24,277,15-02-2006
24,335,15-02-2006
24,405,15-02-2006
24,463,15-02-2006
24,515,15-02-2006
24,585,15-02-2006
24,603,15-02-2006
24,653,15-02-2006
24,704,15-02-2006
24,781,15-02-2006
24,829,15-02-2006
24,832,15-02-2006
24,969,15-02-2006
25,21,15-02-2006
25,86,15-02-2006
25,153,15-02-2006
25,179,15-02-2006
25,204,15-02-2006
25,213,15-02-2006
25,226,15-02-2006
25,245,15-02-2006
25,311,15-02-2006
25,404,15-02-2006
25,411,15-02-2006
25,420,15-02-2006
25,538,15-02-2006
25,564,15-02-2006
25,583,15-02-2006
25,606,15-02-2006
25,688,15-02-2006
25,697,15-02-2006
25,755,15-02-2006
25,871,15-02-2006
25,914,15-02-2006
26,9,15-02-2006
26,21,15-02-2006
26,34,15-02-2006
26,90,15-02-2006
26,93,15-02-2006
26,103,15-02-2006
26,147,15-02-2006
26,186,15-02-2006
26,201,15-02-2006
26,225,15-02-2006
26,241,15-02-2006
26,327,15-02-2006
26,329,15-02-2006
26,340,15-02-2006
26,345,15-02-2006
26,390,15-02-2006
26,392,15-02-2006
26,529,15-02-2006
26,544,15-02-2006
26,564,15-02-2006
26,635,15-02-2006
26,644,15-02-2006
26,682,15-02-2006
26,688,15-02-2006
26,715,15-02-2006
26,732,15-02-2006
26,758,15-02-2006
26,764,15-02-2006
26,795,15-02-2006
26,821,15-02-2006
26,885,15-02-2006
26,904,15-02-2006
26,906,15-02-2006
27,19,15-02-2006
27,34,15-02-2006
27,85,15-02-2006
27,150,15-02-2006
27,172,15-02-2006
27,273,15-02-2006
27,334,15-02-2006
27,347,15-02-2006
27,359,15-02-2006
27,398,15-02-2006
27,415,15-02-2006
27,462,15-02-2006
27,477,15-02-2006
27,500,15-02-2006
27,503,15-02-2006
27,540,15-02-2006
27,586,15-02-2006
27,593,15-02-2006
27,637,15-02-2006
27,679,15-02-2006
27,682,15-02-2006
27,695,15-02-2006
27,771,15-02-2006
27,805,15-02-2006
27,830,15-02-2006
27,854,15-02-2006
27,873,15-02-2006
27,880,15-02-2006
27,889,15-02-2006
27,904,15-02-2006
27,967,15-02-2006
27,986,15-02-2006
27,996,15-02-2006
28,14,15-02-2006
28,43,15-02-2006
28,58,15-02-2006
28,74,15-02-2006
28,96,15-02-2006
28,107,15-02-2006
28,259,15-02-2006
28,263,15-02-2006
28,287,15-02-2006
28,358,15-02-2006
28,502,15-02-2006
28,508,15-02-2006
28,532,15-02-2006
28,551,15-02-2006
28,574,15-02-2006
28,597,15-02-2006
28,619,15-02-2006
28,625,15-02-2006
28,652,15-02-2006
28,679,15-02-2006
28,743,15-02-2006
28,790,15-02-2006
28,793,15-02-2006
28,816,15-02-2006
28,827,15-02-2006
28,835,15-02-2006
28,879,15-02-2006
28,908,15-02-2006
28,953,15-02-2006
28,973,15-02-2006
28,994,15-02-2006
29,10,15-02-2006
29,79,15-02-2006
29,105,15-02-2006
29,110,15-02-2006
29,131,15-02-2006
29,133,15-02-2006
29,172,15-02-2006
29,226,15-02-2006
29,273,15-02-2006
29,282,15-02-2006
29,296,15-02-2006
29,311,15-02-2006
29,335,15-02-2006
29,342,15-02-2006
29,436,15-02-2006
29,444,15-02-2006
29,449,15-02-2006
29,462,15-02-2006
29,482,15-02-2006
29,488,15-02-2006
29,519,15-02-2006
29,547,15-02-2006
29,590,15-02-2006
29,646,15-02-2006
29,723,15-02-2006
29,812,15-02-2006
29,862,15-02-2006
29,928,15-02-2006
29,944,15-02-2006
30,1,15-02-2006
30,53,15-02-2006
30,64,15-02-2006
30,69,15-02-2006
30,77,15-02-2006
30,87,15-02-2006
30,260,15-02-2006
30,262,15-02-2006
30,286,15-02-2006
30,292,15-02-2006
30,301,15-02-2006
30,318,15-02-2006
30,321,15-02-2006
30,357,15-02-2006
30,565,15-02-2006
30,732,15-02-2006
30,797,15-02-2006
30,838,15-02-2006
30,945,15-02-2006
31,88,15-02-2006
31,146,15-02-2006
31,163,15-02-2006
31,164,15-02-2006
31,188,15-02-2006
31,299,15-02-2006
31,308,15-02-2006
31,368,15-02-2006
31,380,15-02-2006
31,431,15-02-2006
31,585,15-02-2006
31,637,15-02-2006
31,700,15-02-2006
31,739,15-02-2006
31,793,15-02-2006
31,802,15-02-2006
31,880,15-02-2006
31,978,15-02-2006
32,65,15-02-2006
32,84,15-02-2006
32,103,15-02-2006
32,112,15-02-2006
32,136,15-02-2006
32,197,15-02-2006
32,199,15-02-2006
32,219,15-02-2006
32,309,15-02-2006
32,312,15-02-2006
32,401,15-02-2006
32,427,15-02-2006
32,431,15-02-2006
32,523,15-02-2006
32,567,15-02-2006
32,585,15-02-2006
32,606,15-02-2006
32,651,15-02-2006
32,667,15-02-2006
32,669,15-02-2006
32,815,15-02-2006
32,928,15-02-2006
32,980,15-02-2006
33,56,15-02-2006
33,112,15-02-2006
33,135,15-02-2006
33,154,15-02-2006
33,214,15-02-2006
33,252,15-02-2006
33,305,15-02-2006
33,306,15-02-2006
33,473,15-02-2006
33,489,15-02-2006
33,574,15-02-2006
33,618,15-02-2006
33,667,15-02-2006
33,694,15-02-2006
33,712,15-02-2006
33,735,15-02-2006
33,737,15-02-2006
33,754,15-02-2006
33,775,15-02-2006
33,878,15-02-2006
33,881,15-02-2006
33,965,15-02-2006
33,972,15-02-2006
33,993,15-02-2006
34,43,15-02-2006
34,90,15-02-2006
34,119,15-02-2006
34,125,15-02-2006
34,172,15-02-2006
34,182,15-02-2006
34,244,15-02-2006
34,336,15-02-2006
34,389,15-02-2006
34,393,15-02-2006
34,438,15-02-2006
34,493,15-02-2006
34,502,15-02-2006
34,525,15-02-2006
34,668,15-02-2006
34,720,15-02-2006
34,779,15-02-2006
34,788,15-02-2006
34,794,15-02-2006
34,836,15-02-2006
34,846,15-02-2006
34,853,15-02-2006
34,929,15-02-2006
34,950,15-02-2006
34,971,15-02-2006
35,10,15-02-2006
35,35,15-02-2006
35,52,15-02-2006
35,201,15-02-2006
35,256,15-02-2006
35,389,15-02-2006
35,589,15-02-2006
35,612,15-02-2006
35,615,15-02-2006
35,707,15-02-2006
35,732,15-02-2006
35,738,15-02-2006
35,748,15-02-2006
35,817,15-02-2006
35,914,15-02-2006
36,15,15-02-2006
36,81,15-02-2006
36,171,15-02-2006
36,231,15-02-2006
36,245,15-02-2006
36,283,15-02-2006
36,380,15-02-2006
36,381,15-02-2006
36,387,15-02-2006
36,390,15-02-2006
36,410,15-02-2006
36,426,15-02-2006
36,427,15-02-2006
36,453,15-02-2006
36,466,15-02-2006
36,484,15-02-2006
36,493,15-02-2006
36,499,15-02-2006
36,569,15-02-2006
36,590,15-02-2006
36,600,15-02-2006
36,714,15-02-2006
36,715,15-02-2006
36,716,15-02-2006
36,731,15-02-2006
36,875,15-02-2006
36,915,15-02-2006
36,931,15-02-2006
36,956,15-02-2006
37,10,15-02-2006
37,12,15-02-2006
37,19,15-02-2006
37,118,15-02-2006
37,119,15-02-2006
37,122,15-02-2006
37,146,15-02-2006
37,204,15-02-2006
37,253,15-02-2006
37,260,15-02-2006
37,277,15-02-2006
37,317,15-02-2006
37,467,15-02-2006
37,477,15-02-2006
37,485,15-02-2006
37,508,15-02-2006
37,529,15-02-2006
37,553,15-02-2006
37,555,15-02-2006
37,572,15-02-2006
37,588,15-02-2006
37,662,15-02-2006
37,663,15-02-2006
37,694,15-02-2006
37,697,15-02-2006
37,785,15-02-2006
37,839,15-02-2006
37,840,15-02-2006
37,853,15-02-2006
37,900,15-02-2006
37,925,15-02-2006
37,963,15-02-2006
37,966,15-02-2006
37,989,15-02-2006
37,997,15-02-2006
38,24,15-02-2006
38,111,15-02-2006
38,160,15-02-2006
38,176,15-02-2006
38,223,15-02-2006
38,241,15-02-2006
38,274,15-02-2006
38,335,15-02-2006
38,338,15-02-2006
38,353,15-02-2006
38,448,15-02-2006
38,450,15-02-2006
38,458,15-02-2006
38,501,15-02-2006
38,516,15-02-2006
38,547,15-02-2006
38,583,15-02-2006
38,618,15-02-2006
38,619,15-02-2006
38,705,15-02-2006
38,793,15-02-2006
38,827,15-02-2006
38,839,15-02-2006
38,853,15-02-2006
38,876,15-02-2006
39,71,15-02-2006
39,73,15-02-2006
39,168,15-02-2006
39,203,15-02-2006
39,222,15-02-2006
39,290,15-02-2006
39,293,15-02-2006
39,320,15-02-2006
39,415,15-02-2006
39,425,15-02-2006
39,431,15-02-2006
39,456,15-02-2006
39,476,15-02-2006
39,559,15-02-2006
39,587,15-02-2006
39,598,15-02-2006
39,606,15-02-2006
39,648,15-02-2006
39,683,15-02-2006
39,689,15-02-2006
39,696,15-02-2006
39,700,15-02-2006
39,703,15-02-2006
39,736,15-02-2006
39,772,15-02-2006
39,815,15-02-2006
39,831,15-02-2006
39,920,15-02-2006
40,1,15-02-2006
40,11,15-02-2006
40,34,15-02-2006
40,107,15-02-2006
40,128,15-02-2006
40,163,15-02-2006
40,177,15-02-2006
40,223,15-02-2006
40,233,15-02-2006
40,326,15-02-2006
40,374,15-02-2006
40,394,15-02-2006
40,396,15-02-2006
40,463,15-02-2006
40,466,15-02-2006
40,494,15-02-2006
40,521,15-02-2006
40,723,15-02-2006
40,737,15-02-2006
40,744,15-02-2006
40,747,15-02-2006
40,754,15-02-2006
40,799,15-02-2006
40,835,15-02-2006
40,868,15-02-2006
40,869,15-02-2006
40,887,15-02-2006
40,933,15-02-2006
40,938,15-02-2006
41,4,15-02-2006
41,60,15-02-2006
41,69,15-02-2006
41,86,15-02-2006
41,100,15-02-2006
41,150,15-02-2006
41,159,15-02-2006
41,194,15-02-2006
41,203,15-02-2006
41,212,15-02-2006
41,230,15-02-2006
41,249,15-02-2006
41,252,15-02-2006
41,305,15-02-2006
41,336,15-02-2006
41,383,15-02-2006
41,544,15-02-2006
41,596,15-02-2006
41,657,15-02-2006
41,674,15-02-2006
41,678,15-02-2006
41,721,15-02-2006
41,724,15-02-2006
41,779,15-02-2006
41,784,15-02-2006
41,799,15-02-2006
41,894,15-02-2006
41,912,15-02-2006
41,942,15-02-2006
42,24,15-02-2006
42,139,15-02-2006
42,309,15-02-2006
42,320,15-02-2006
42,333,15-02-2006
42,500,15-02-2006
42,502,15-02-2006
42,505,15-02-2006
42,527,15-02-2006
42,535,15-02-2006
42,546,15-02-2006
42,568,15-02-2006
42,648,15-02-2006
42,665,15-02-2006
42,673,15-02-2006
42,687,15-02-2006
42,713,15-02-2006
42,738,15-02-2006
42,798,15-02-2006
42,861,15-02-2006
42,865,15-02-2006
42,867,15-02-2006
42,876,15-02-2006
42,890,15-02-2006
42,907,15-02-2006
42,922,15-02-2006
42,932,15-02-2006
43,19,15-02-2006
43,42,15-02-2006
43,56,15-02-2006
43,89,15-02-2006
43,105,15-02-2006
43,147,15-02-2006
43,161,15-02-2006
43,180,15-02-2006
43,239,15-02-2006
43,276,15-02-2006
43,330,15-02-2006
43,344,15-02-2006
43,359,15-02-2006
43,377,15-02-2006
43,410,15-02-2006
43,462,15-02-2006
43,533,15-02-2006
43,598,15-02-2006
43,605,15-02-2006
43,608,15-02-2006
43,621,15-02-2006
43,753,15-02-2006
43,827,15-02-2006
43,833,15-02-2006
43,917,15-02-2006
43,958,15-02-2006
44,58,15-02-2006
44,84,15-02-2006
44,88,15-02-2006
44,94,15-02-2006
44,109,15-02-2006
44,176,15-02-2006
44,242,15-02-2006
44,273,15-02-2006
44,322,15-02-2006
44,420,15-02-2006
44,434,15-02-2006
44,490,15-02-2006
44,591,15-02-2006
44,598,15-02-2006
44,604,15-02-2006
44,699,15-02-2006
44,751,15-02-2006
44,784,15-02-2006
44,825,15-02-2006
44,854,15-02-2006
44,875,15-02-2006
44,878,15-02-2006
44,883,15-02-2006
44,896,15-02-2006
44,902,15-02-2006
44,937,15-02-2006
44,944,15-02-2006
44,952,15-02-2006
44,982,15-02-2006
44,998,15-02-2006
45,18,15-02-2006
45,65,15-02-2006
45,66,15-02-2006
45,115,15-02-2006
45,117,15-02-2006
45,164,15-02-2006
45,187,15-02-2006
45,198,15-02-2006
45,219,15-02-2006
45,330,15-02-2006
45,407,15-02-2006
45,416,15-02-2006
45,463,15-02-2006
45,467,15-02-2006
45,484,15-02-2006
45,502,15-02-2006
45,503,15-02-2006
45,508,15-02-2006
45,537,15-02-2006
45,680,15-02-2006
45,714,15-02-2006
45,767,15-02-2006
45,778,15-02-2006
45,797,15-02-2006
45,810,15-02-2006
45,895,15-02-2006
45,900,15-02-2006
45,901,15-02-2006
45,920,15-02-2006
45,925,15-02-2006
45,975,15-02-2006
45,978,15-02-2006
46,38,15-02-2006
46,51,15-02-2006
46,174,15-02-2006
46,254,15-02-2006
46,296,15-02-2006
46,319,15-02-2006
46,407,15-02-2006
46,448,15-02-2006
46,456,15-02-2006
46,463,15-02-2006
46,478,15-02-2006
46,538,15-02-2006
46,540,15-02-2006
46,567,15-02-2006
46,731,15-02-2006
46,766,15-02-2006
46,768,15-02-2006
46,820,15-02-2006
46,829,15-02-2006
46,830,15-02-2006
46,836,15-02-2006
46,889,15-02-2006
46,980,15-02-2006
46,991,15-02-2006
47,25,15-02-2006
47,36,15-02-2006
47,53,15-02-2006
47,67,15-02-2006
47,172,15-02-2006
47,233,15-02-2006
47,273,15-02-2006
47,351,15-02-2006
47,385,15-02-2006
47,484,15-02-2006
47,508,15-02-2006
47,576,15-02-2006
47,670,15-02-2006
47,734,15-02-2006
47,737,15-02-2006
47,770,15-02-2006
47,777,15-02-2006
47,787,15-02-2006
47,790,15-02-2006
47,913,15-02-2006
47,923,15-02-2006
47,924,15-02-2006
47,944,15-02-2006
47,973,15-02-2006
48,99,15-02-2006
48,101,15-02-2006
48,134,15-02-2006
48,150,15-02-2006
48,164,15-02-2006
48,211,15-02-2006
48,245,15-02-2006
48,267,15-02-2006
48,287,15-02-2006
48,295,15-02-2006
48,312,15-02-2006
48,315,15-02-2006
48,345,15-02-2006
48,349,15-02-2006
48,428,15-02-2006
48,506,15-02-2006
48,545,15-02-2006
48,559,15-02-2006
48,570,15-02-2006
48,599,15-02-2006
48,645,15-02-2006
48,705,15-02-2006
48,757,15-02-2006
48,792,15-02-2006
48,922,15-02-2006
48,926,15-02-2006
49,31,15-02-2006
49,151,15-02-2006
