inventory_id,film_id,store_id,last_update
97,19,2,15-02-2006
98,19,2,15-02-2006
99,20,1,15-02-2006
100,20,1,15-02-2006
101,20,1,15-02-2006
102,21,1,15-02-2006
103,21,1,15-02-2006
104,21,2,15-02-2006
105,21,2,15-02-2006
106,21,2,15-02-2006
107,21,2,15-02-2006
108,22,1,15-02-2006
109,22,1,15-02-2006
110,22,1,15-02-2006
111,22,1,15-02-2006
112,22,2,15-02-2006
113,22,2,15-02-2006
114,22,2,15-02-2006
115,23,1,15-02-2006
116,23,1,15-02-2006
117,23,1,15-02-2006
118,23,2,15-02-2006
119,23,2,15-02-2006
120,24,1,15-02-2006
121,24,1,15-02-2006
122,24,1,15-02-2006
123,24,1,15-02-2006
124,25,1,15-02-2006
125,25,1,15-02-2006
126,25,1,15-02-2006
127,25,1,15-02-2006
128,25,2,15-02-2006
129,25,2,15-02-2006
130,26,1,15-02-2006
131,26,1,15-02-2006
132,26,2,15-02-2006
133,26,2,15-02-2006
134,26,2,15-02-2006
135,27,1,15-02-2006
136,27,1,15-02-2006
137,27,1,15-02-2006
138,27,1,15-02-2006
139,28,1,15-02-2006
140,28,1,15-02-2006
141,28,1,15-02-2006
142,29,1,15-02-2006
143,29,1,15-02-2006
144,30,1,15-02-2006
145,30,1,15-02-2006
146,31,1,15-02-2006
147,31,1,15-02-2006
148,31,1,15-02-2006
149,31,1,15-02-2006
150,31,2,15-02-2006
151,31,2,15-02-2006
152,31,2,15-02-2006
153,31,2,15-02-2006
154,32,2,15-02-2006
155,32,2,15-02-2006
156,34,2,15-02-2006
157,34,2,15-02-2006
158,34,2,15-02-2006
159,34,2,15-02-2006
160,35,1,15-02-2006
161,35,1,15-02-2006
162,35,1,15-02-2006
163,35,1,15-02-2006
164,35,2,15-02-2006
165,35,2,15-02-2006
166,35,2,15-02-2006
167,37,1,15-02-2006
168,37,1,15-02-2006
169,37,1,15-02-2006
170,37,1,15-02-2006
171,37,2,15-02-2006
172,37,2,15-02-2006
173,37,2,15-02-2006
174,39,1,15-02-2006
175,39,1,15-02-2006
176,39,1,15-02-2006
177,39,2,15-02-2006
178,39,2,15-02-2006
179,39,2,15-02-2006
180,39,2,15-02-2006
181,40,2,15-02-2006
182,40,2,15-02-2006
183,40,2,15-02-2006
184,40,2,15-02-2006
185,42,2,15-02-2006
186,42,2,15-02-2006
187,42,2,15-02-2006
188,42,2,15-02-2006
189,43,1,15-02-2006
190,43,1,15-02-2006
191,43,1,15-02-2006
192,43,2,15-02-2006
193,43,2,15-02-2006
194,43,2,15-02-2006
195,43,2,15-02-2006
196,44,1,15-02-2006
197,44,1,15-02-2006
198,44,2,15-02-2006
199,44,2,15-02-2006
200,44,2,15-02-2006
201,45,1,15-02-2006
202,45,1,15-02-2006
203,45,1,15-02-2006
204,45,1,15-02-2006
205,45,2,15-02-2006
206,45,2,15-02-2006
207,46,2,15-02-2006
208,46,2,15-02-2006
209,46,2,15-02-2006
210,47,2,15-02-2006
211,47,2,15-02-2006
212,48,1,15-02-2006
213,48,1,15-02-2006
214,48,2,15-02-2006
215,48,2,15-02-2006
216,49,1,15-02-2006
217,49,1,15-02-2006
218,49,1,15-02-2006
219,49,2,15-02-2006
220,49,2,15-02-2006
221,49,2,15-02-2006
222,50,1,15-02-2006
223,50,1,15-02-2006
224,50,1,15-02-2006
225,50,2,15-02-2006
226,50,2,15-02-2006
227,51,1,15-02-2006
228,51,1,15-02-2006
229,51,2,15-02-2006
230,51,2,15-02-2006
231,51,2,15-02-2006
232,51,2,15-02-2006
233,52,2,15-02-2006
234,52,2,15-02-2006
235,53,1,15-02-2006
236,53,1,15-02-2006
237,54,1,15-02-2006
238,54,1,15-02-2006
239,54,1,15-02-2006
240,54,2,15-02-2006
241,54,2,15-02-2006
242,55,1,15-02-2006
243,55,1,15-02-2006
244,55,1,15-02-2006
245,55,1,15-02-2006
246,55,2,15-02-2006
247,55,2,15-02-2006
248,56,1,15-02-2006
249,56,1,15-02-2006
250,56,1,15-02-2006
251,56,2,15-02-2006
252,56,2,15-02-2006
253,57,1,15-02-2006
254,57,1,15-02-2006
255,57,1,15-02-2006
256,57,1,15-02-2006
257,57,2,15-02-2006
258,57,2,15-02-2006
259,57,2,15-02-2006
260,58,2,15-02-2006
261,58,2,15-02-2006
262,58,2,15-02-2006
263,58,2,15-02-2006
264,59,1,15-02-2006
265,59,1,15-02-2006
266,59,1,15-02-2006
267,59,2,15-02-2006
268,59,2,15-02-2006
269,60,1,15-02-2006
270,60,1,15-02-2006
271,60,1,15-02-2006
272,61,1,15-02-2006
273,61,1,15-02-2006
274,61,1,15-02-2006
275,61,1,15-02-2006
276,61,2,15-02-2006
277,61,2,15-02-2006
278,62,2,15-02-2006
279,62,2,15-02-2006
280,63,1,15-02-2006
281,63,1,15-02-2006
282,63,2,15-02-2006
283,63,2,15-02-2006
284,64,2,15-02-2006
285,64,2,15-02-2006
286,64,2,15-02-2006
287,65,2,15-02-2006
288,65,2,15-02-2006
289,65,2,15-02-2006
290,65,2,15-02-2006
291,66,1,15-02-2006
292,66,1,15-02-2006
293,66,1,15-02-2006
294,67,1,15-02-2006
295,67,1,15-02-2006
296,67,2,15-02-2006
297,67,2,15-02-2006
298,67,2,15-02-2006
299,67,2,15-02-2006
300,68,1,15-02-2006
301,68,1,15-02-2006
302,68,2,15-02-2006
303,68,2,15-02-2006
304,69,1,15-02-2006
305,69,1,15-02-2006
306,69,1,15-02-2006
307,69,1,15-02-2006
308,69,2,15-02-2006
309,69,2,15-02-2006
310,69,2,15-02-2006
311,69,2,15-02-2006
312,70,1,15-02-2006
313,70,1,15-02-2006
314,70,2,15-02-2006
315,70,2,15-02-2006
316,71,2,15-02-2006
317,71,2,15-02-2006
318,71,2,15-02-2006
319,71,2,15-02-2006
320,72,1,15-02-2006
321,72,1,15-02-2006
322,72,1,15-02-2006
323,72,1,15-02-2006
324,72,2,15-02-2006
325,72,2,15-02-2006
326,73,1,15-02-2006
327,73,1,15-02-2006
328,73,1,15-02-2006
329,73,1,15-02-2006
330,73,2,15-02-2006
331,73,2,15-02-2006
332,73,2,15-02-2006
333,73,2,15-02-2006
334,74,1,15-02-2006
335,74,1,15-02-2006
336,74,1,15-02-2006
337,74,2,15-02-2006
338,74,2,15-02-2006
339,75,2,15-02-2006
340,75,2,15-02-2006
341,75,2,15-02-2006
342,76,1,15-02-2006
343,76,1,15-02-2006
344,76,1,15-02-2006
345,77,1,15-02-2006
346,77,1,15-02-2006
347,77,1,15-02-2006
348,77,1,15-02-2006
349,77,2,15-02-2006
350,77,2,15-02-2006
351,78,1,15-02-2006
352,78,1,15-02-2006
353,78,1,15-02-2006
354,78,2,15-02-2006
355,78,2,15-02-2006
356,78,2,15-02-2006
357,78,2,15-02-2006
358,79,1,15-02-2006
359,79,1,15-02-2006
360,79,1,15-02-2006
361,79,2,15-02-2006
362,79,2,15-02-2006
363,79,2,15-02-2006
364,80,1,15-02-2006
365,80,1,15-02-2006
366,80,1,15-02-2006
367,80,1,15-02-2006
368,81,1,15-02-2006
369,81,1,15-02-2006
370,81,1,15-02-2006
371,81,1,15-02-2006
372,82,1,15-02-2006
373,82,1,15-02-2006
374,83,1,15-02-2006
375,83,1,15-02-2006
376,83,1,15-02-2006
377,83,2,15-02-2006
378,83,2,15-02-2006
379,84,1,15-02-2006
380,84,1,15-02-2006
381,84,1,15-02-2006
382,84,1,15-02-2006
383,85,2,15-02-2006
384,85,2,15-02-2006
385,85,2,15-02-2006
386,85,2,15-02-2006
387,86,1,15-02-2006
388,86,1,15-02-2006
389,86,1,15-02-2006
390,86,1,15-02-2006
391,86,2,15-02-2006
392,86,2,15-02-2006
393,86,2,15-02-2006
394,86,2,15-02-2006
395,88,2,15-02-2006
396,88,2,15-02-2006
397,88,2,15-02-2006
398,88,2,15-02-2006
399,89,1,15-02-2006
400,89,1,15-02-2006
401,89,1,15-02-2006
402,89,2,15-02-2006
403,89,2,15-02-2006
404,89,2,15-02-2006
405,90,1,15-02-2006
406,90,1,15-02-2006
407,90,1,15-02-2006
408,90,2,15-02-2006
409,90,2,15-02-2006
410,90,2,15-02-2006
411,91,1,15-02-2006
412,91,1,15-02-2006
413,91,1,15-02-2006
414,91,1,15-02-2006
415,91,2,15-02-2006
416,91,2,15-02-2006
417,91,2,15-02-2006
418,91,2,15-02-2006
419,92,1,15-02-2006
420,92,1,15-02-2006
421,92,2,15-02-2006
422,92,2,15-02-2006
423,93,2,15-02-2006
424,93,2,15-02-2006
425,93,2,15-02-2006
426,94,1,15-02-2006
427,94,1,15-02-2006
428,95,1,15-02-2006
429,95,1,15-02-2006
430,95,2,15-02-2006
431,95,2,15-02-2006
432,95,2,15-02-2006
433,96,1,15-02-2006
434,96,1,15-02-2006
435,96,1,15-02-2006
436,97,1,15-02-2006
437,97,1,15-02-2006
438,97,1,15-02-2006
439,97,1,15-02-2006
440,97,2,15-02-2006
441,97,2,15-02-2006
442,98,1,15-02-2006
443,98,1,15-02-2006
444,98,1,15-02-2006
445,99,1,15-02-2006
446,99,1,15-02-2006
447,99,1,15-02-2006
448,99,2,15-02-2006
449,99,2,15-02-2006
450,99,2,15-02-2006
451,100,1,15-02-2006
452,100,1,15-02-2006
453,100,1,15-02-2006
454,100,1,15-02-2006
455,100,2,15-02-2006
456,100,2,15-02-2006
457,101,1,15-02-2006
458,101,1,15-02-2006
459,101,1,15-02-2006
460,101,1,15-02-2006
461,101,2,15-02-2006
462,101,2,15-02-2006
463,102,2,15-02-2006
464,102,2,15-02-2006
465,103,1,15-02-2006
466,103,1,15-02-2006
467,103,1,15-02-2006
468,103,1,15-02-2006
469,103,2,15-02-2006
470,103,2,15-02-2006
471,103,2,15-02-2006
472,103,2,15-02-2006
473,104,2,15-02-2006
474,104,2,15-02-2006
475,104,2,15-02-2006
476,105,1,15-02-2006
477,105,1,15-02-2006
478,105,2,15-02-2006
479,105,2,15-02-2006
480,105,2,15-02-2006
481,106,1,15-02-2006
482,106,1,15-02-2006
483,107,2,15-02-2006
484,107,2,15-02-2006
485,109,1,15-02-2006
486,109,1,15-02-2006
487,109,1,15-02-2006
488,109,1,15-02-2006
489,109,2,15-02-2006
490,109,2,15-02-2006
491,109,2,15-02-2006
492,109,2,15-02-2006
493,110,1,15-02-2006
494,110,1,15-02-2006
495,110,1,15-02-2006
496,110,1,15-02-2006
497,111,2,15-02-2006
498,111,2,15-02-2006
499,111,2,15-02-2006
500,111,2,15-02-2006
501,112,1,15-02-2006
502,112,1,15-02-2006
503,112,1,15-02-2006
504,112,1,15-02-2006
505,112,2,15-02-2006
506,112,2,15-02-2006
507,112,2,15-02-2006
508,113,2,15-02-2006
509,113,2,15-02-2006
510,113,2,15-02-2006
511,113,2,15-02-2006
512,114,1,15-02-2006
513,114,1,15-02-2006
514,114,1,15-02-2006
515,114,1,15-02-2006
516,114,2,15-02-2006
517,114,2,15-02-2006
518,114,2,15-02-2006
519,115,1,15-02-2006
520,115,1,15-02-2006
521,115,1,15-02-2006
522,115,2,15-02-2006
523,115,2,15-02-2006
524,115,2,15-02-2006
525,115,2,15-02-2006
526,116,1,15-02-2006
527,116,1,15-02-2006
528,116,2,15-02-2006
529,116,2,15-02-2006
530,116,2,15-02-2006
531,116,2,15-02-2006
532,117,1,15-02-2006
533,117,1,15-02-2006
534,117,1,15-02-2006
535,117,1,15-02-2006
536,117,2,15-02-2006
537,117,2,15-02-2006
538,118,1,15-02-2006
539,118,1,15-02-2006
540,118,1,15-02-2006
541,118,1,15-02-2006
542,118,2,15-02-2006
543,118,2,15-02-2006
544,119,1,15-02-2006
545,119,1,15-02-2006
546,119,1,15-02-2006
547,119,2,15-02-2006
548,119,2,15-02-2006
549,119,2,15-02-2006
550,119,2,15-02-2006
551,120,1,15-02-2006
552,120,1,15-02-2006
553,120,1,15-02-2006
554,121,1,15-02-2006
555,121,1,15-02-2006
556,121,1,15-02-2006
557,121,2,15-02-2006
558,121,2,15-02-2006
559,121,2,15-02-2006
560,122,1,15-02-2006
561,122,1,15-02-2006
562,122,1,15-02-2006
563,122,1,15-02-2006
564,122,2,15-02-2006
565,122,2,15-02-2006
566,122,2,15-02-2006
567,123,1,15-02-2006
568,123,1,15-02-2006
569,123,2,15-02-2006
570,123,2,15-02-2006
571,123,2,15-02-2006
572,124,2,15-02-2006
573,124,2,15-02-2006
574,124,2,15-02-2006
575,125,2,15-02-2006
576,125,2,15-02-2006
577,126,2,15-02-2006
578,126,2,15-02-2006
579,126,2,15-02-2006
580,127,1,15-02-2006
581,127,1,15-02-2006
582,127,1,15-02-2006
583,127,1,15-02-2006
584,127,2,15-02-2006
585,127,2,15-02-2006
586,127,2,15-02-2006
587,127,2,15-02-2006
588,129,1,15-02-2006
589,129,1,15-02-2006
590,129,1,15-02-2006
591,129,2,15-02-2006
592,129,2,15-02-2006
593,129,2,15-02-2006
594,130,1,15-02-2006
595,130,1,15-02-2006
596,130,2,15-02-2006
597,130,2,15-02-2006
598,130,2,15-02-2006
599,130,2,15-02-2006
600,131,1,15-02-2006
601,131,1,15-02-2006
602,131,1,15-02-2006
603,131,1,15-02-2006
604,131,2,15-02-2006
605,131,2,15-02-2006
606,132,1,15-02-2006
607,132,1,15-02-2006
608,132,1,15-02-2006
609,132,1,15-02-2006
610,132,2,15-02-2006
611,132,2,15-02-2006
612,133,1,15-02-2006
613,133,1,15-02-2006
614,133,2,15-02-2006
615,133,2,15-02-2006
616,134,2,15-02-2006
617,134,2,15-02-2006
618,134,2,15-02-2006
619,135,1,15-02-2006
620,135,1,15-02-2006
621,135,1,15-02-2006
622,135,2,15-02-2006
623,135,2,15-02-2006
624,135,2,15-02-2006
625,135,2,15-02-2006
626,136,1,15-02-2006
627,136,1,15-02-2006
628,136,1,15-02-2006
629,137,2,15-02-2006
630,137,2,15-02-2006
631,137,2,15-02-2006
632,137,2,15-02-2006
633,138,1,15-02-2006
634,138,1,15-02-2006
635,138,2,15-02-2006
636,138,2,15-02-2006
637,138,2,15-02-2006
638,139,1,15-02-2006
639,139,1,15-02-2006
640,139,1,15-02-2006
641,139,1,15-02-2006
642,139,2,15-02-2006
643,139,2,15-02-2006
644,140,1,15-02-2006
645,140,1,15-02-2006
646,140,2,15-02-2006
647,140,2,15-02-2006
648,140,2,15-02-2006
649,141,1,15-02-2006
650,141,1,15-02-2006
651,141,1,15-02-2006
652,141,2,15-02-2006
653,141,2,15-02-2006
654,142,1,15-02-2006
655,142,1,15-02-2006
656,142,1,15-02-2006
657,142,2,15-02-2006
658,142,2,15-02-2006
659,143,1,15-02-2006
660,143,1,15-02-2006
661,143,1,15-02-2006
662,143,1,15-02-2006
663,143,2,15-02-2006
664,143,2,15-02-2006
665,143,2,15-02-2006
666,145,2,15-02-2006
667,145,2,15-02-2006
668,145,2,15-02-2006
669,146,1,15-02-2006
670,146,1,15-02-2006
671,146,1,15-02-2006
672,147,1,15-02-2006
673,147,1,15-02-2006
674,147,1,15-02-2006
675,147,2,15-02-2006
676,147,2,15-02-2006
677,147,2,15-02-2006
678,149,1,15-02-2006
679,149,1,15-02-2006
680,149,1,15-02-2006
681,149,2,15-02-2006
682,149,2,15-02-2006
683,149,2,15-02-2006
684,150,1,15-02-2006
685,150,1,15-02-2006
686,150,2,15-02-2006
687,150,2,15-02-2006
688,150,2,15-02-2006
689,150,2,15-02-2006
690,151,1,15-02-2006
691,151,1,15-02-2006
692,151,2,15-02-2006
693,151,2,15-02-2006
694,152,1,15-02-2006
695,152,1,15-02-2006
696,152,1,15-02-2006
697,152,1,15-02-2006
698,153,1,15-02-2006
699,153,1,15-02-2006
700,153,1,15-02-2006
701,153,1,15-02-2006
702,154,1,15-02-2006
703,154,1,15-02-2006
704,154,1,15-02-2006
705,154,2,15-02-2006
706,154,2,15-02-2006
707,154,2,15-02-2006
708,154,2,15-02-2006
709,155,1,15-02-2006
710,155,1,15-02-2006
711,155,2,15-02-2006
712,155,2,15-02-2006
713,155,2,15-02-2006
714,156,2,15-02-2006
715,156,2,15-02-2006
716,157,2,15-02-2006
717,157,2,15-02-2006
718,157,2,15-02-2006
719,158,1,15-02-2006
720,158,1,15-02-2006
721,158,2,15-02-2006
722,158,2,15-02-2006
723,158,2,15-02-2006
724,159,1,15-02-2006
725,159,1,15-02-2006
726,159,1,15-02-2006
727,159,1,15-02-2006
728,159,2,15-02-2006
729,159,2,15-02-2006
730,159,2,15-02-2006
731,160,1,15-02-2006
732,160,1,15-02-2006
733,160,2,15-02-2006
734,160,2,15-02-2006
735,160,2,15-02-2006
736,161,1,15-02-2006
737,161,1,15-02-2006
738,162,1,15-02-2006
739,162,1,15-02-2006
740,162,1,15-02-2006
741,162,2,15-02-2006
742,162,2,15-02-2006
743,162,2,15-02-2006
744,162,2,15-02-2006
745,163,2,15-02-2006
746,163,2,15-02-2006
747,163,2,15-02-2006
748,164,1,15-02-2006
749,164,1,15-02-2006
750,164,2,15-02-2006
751,164,2,15-02-2006
752,164,2,15-02-2006
753,165,1,15-02-2006
754,165,1,15-02-2006
755,165,1,15-02-2006
756,165,2,15-02-2006
757,165,2,15-02-2006
758,166,1,15-02-2006
759,166,1,15-02-2006
760,166,1,15-02-2006
761,166,1,15-02-2006
762,166,2,15-02-2006
763,166,2,15-02-2006
764,167,1,15-02-2006
765,167,1,15-02-2006
766,167,1,15-02-2006
767,167,1,15-02-2006
768,167,2,15-02-2006
769,167,2,15-02-2006
770,167,2,15-02-2006
771,168,1,15-02-2006
772,168,1,15-02-2006
773,169,1,15-02-2006
774,169,1,15-02-2006
775,169,2,15-02-2006
776,169,2,15-02-2006
777,170,1,15-02-2006
778,170,1,15-02-2006
779,170,2,15-02-2006
780,170,2,15-02-2006
781,170,2,15-02-2006
782,170,2,15-02-2006
783,172,1,15-02-2006
784,172,1,15-02-2006
785,172,1,15-02-2006
786,172,1,15-02-2006
787,172,2,15-02-2006
788,172,2,15-02-2006
789,172,2,15-02-2006
790,173,1,15-02-2006
791,173,1,15-02-2006
792,173,1,15-02-2006
793,173,2,15-02-2006
794,173,2,15-02-2006
795,174,1,15-02-2006
796,174,1,15-02-2006
797,174,1,15-02-2006
798,174,1,15-02-2006
799,174,2,15-02-2006
800,174,2,15-02-2006
801,174,2,15-02-2006
802,174,2,15-02-2006
803,175,1,15-02-2006
804,175,1,15-02-2006
805,175,2,15-02-2006
806,175,2,15-02-2006
807,175,2,15-02-2006
808,176,1,15-02-2006
809,176,1,15-02-2006
810,176,2,15-02-2006
811,176,2,15-02-2006
812,176,2,15-02-2006
813,176,2,15-02-2006
814,177,2,15-02-2006
815,177,2,15-02-2006
816,177,2,15-02-2006
817,178,1,15-02-2006
818,178,1,15-02-2006
819,179,1,15-02-2006
820,179,1,15-02-2006
821,179,1,15-02-2006
822,179,1,15-02-2006
823,180,2,15-02-2006
824,180,2,15-02-2006
825,181,1,15-02-2006
826,181,1,15-02-2006
827,181,1,15-02-2006
828,181,2,15-02-2006
829,181,2,15-02-2006
830,181,2,15-02-2006
831,181,2,15-02-2006
832,182,1,15-02-2006
833,182,1,15-02-2006
834,183,1,15-02-2006
835,183,1,15-02-2006
836,183,1,15-02-2006
837,183,2,15-02-2006
838,183,2,15-02-2006
839,183,2,15-02-2006
840,184,1,15-02-2006
841,184,1,15-02-2006
842,184,2,15-02-2006
843,184,2,15-02-2006
844,184,2,15-02-2006
845,185,1,15-02-2006
846,185,1,15-02-2006
847,186,1,15-02-2006
848,186,1,15-02-2006
849,186,2,15-02-2006
850,186,2,15-02-2006
851,187,2,15-02-2006
852,187,2,15-02-2006
853,187,2,15-02-2006
854,188,1,15-02-2006
855,188,1,15-02-2006
856,188,1,15-02-2006
857,189,1,15-02-2006
858,189,1,15-02-2006
859,189,2,15-02-2006
860,189,2,15-02-2006
861,189,2,15-02-2006
862,189,2,15-02-2006
863,190,2,15-02-2006
864,190,2,15-02-2006
865,190,2,15-02-2006
866,190,2,15-02-2006
867,191,1,15-02-2006
868,191,1,15-02-2006
869,191,1,15-02-2006
870,191,2,15-02-2006
871,191,2,15-02-2006
872,191,2,15-02-2006
873,193,1,15-02-2006
874,193,1,15-02-2006
875,193,1,15-02-2006
876,193,1,15-02-2006
877,193,2,15-02-2006
878,193,2,15-02-2006
879,193,2,15-02-2006
880,193,2,15-02-2006
881,194,1,15-02-2006
882,194,1,15-02-2006
883,194,2,15-02-2006
884,194,2,15-02-2006
885,196,1,15-02-2006
886,196,1,15-02-2006
887,197,1,15-02-2006
888,197,1,15-02-2006
889,199,1,15-02-2006
890,199,1,15-02-2006
891,199,1,15-02-2006
892,199,1,15-02-2006
893,199,2,15-02-2006
894,199,2,15-02-2006
895,199,2,15-02-2006
896,199,2,15-02-2006
897,200,1,15-02-2006
898,200,1,15-02-2006
899,200,1,15-02-2006
900,200,1,15-02-2006
901,200,2,15-02-2006
902,200,2,15-02-2006
903,200,2,15-02-2006
904,200,2,15-02-2006
905,201,1,15-02-2006
906,201,1,15-02-2006
907,201,1,15-02-2006
908,201,1,15-02-2006
909,202,1,15-02-2006
910,202,1,15-02-2006
911,202,1,15-02-2006
912,203,2,15-02-2006
913,203,2,15-02-2006
914,203,2,15-02-2006
915,203,2,15-02-2006
916,204,1,15-02-2006
917,204,1,15-02-2006
918,204,1,15-02-2006
919,204,1,15-02-2006
920,204,2,15-02-2006
921,204,2,15-02-2006
922,205,1,15-02-2006
923,205,1,15-02-2006
924,205,1,15-02-2006
925,205,1,15-02-2006
926,206,1,15-02-2006
927,206,1,15-02-2006
928,206,1,15-02-2006
929,206,1,15-02-2006
930,206,2,15-02-2006
931,206,2,15-02-2006
932,206,2,15-02-2006
933,206,2,15-02-2006
934,207,1,15-02-2006
935,207,1,15-02-2006
936,207,1,15-02-2006
937,207,1,15-02-2006
938,208,1,15-02-2006
939,208,1,15-02-2006
940,208,1,15-02-2006
941,209,1,15-02-2006
942,209,1,15-02-2006
943,209,1,15-02-2006
944,209,1,15-02-2006
945,210,2,15-02-2006
946,210,2,15-02-2006
947,210,2,15-02-2006
948,211,1,15-02-2006
949,211,1,15-02-2006
950,212,1,15-02-2006
951,212,1,15-02-2006
952,212,1,15-02-2006
953,212,2,15-02-2006
954,212,2,15-02-2006
955,213,1,15-02-2006
956,213,1,15-02-2006
957,213,1,15-02-2006
958,213,1,15-02-2006
959,214,2,15-02-2006
960,214,2,15-02-2006
961,214,2,15-02-2006
962,214,2,15-02-2006
963,215,1,15-02-2006
964,215,1,15-02-2006
965,215,1,15-02-2006
966,215,2,15-02-2006
967,215,2,15-02-2006
968,215,2,15-02-2006
969,216,1,15-02-2006
970,216,1,15-02-2006
971,216,2,15-02-2006
972,216,2,15-02-2006
973,216,2,15-02-2006
974,218,1,15-02-2006
975,218,1,15-02-2006
976,218,1,15-02-2006
977,218,1,15-02-2006
978,218,2,15-02-2006
979,218,2,15-02-2006
980,218,2,15-02-2006
981,219,1,15-02-2006
982,219,1,15-02-2006
983,219,1,15-02-2006
984,219,1,15-02-2006
985,220,1,15-02-2006
986,220,1,15-02-2006
987,220,1,15-02-2006
988,220,1,15-02-2006
989,220,2,15-02-2006
990,220,2,15-02-2006
991,220,2,15-02-2006
992,220,2,15-02-2006
993,222,1,15-02-2006
994,222,1,15-02-2006
995,222,2,15-02-2006
996,222,2,15-02-2006
997,222,2,15-02-2006
998,222,2,15-02-2006
999,223,2,15-02-2006
1000,223,2,15-02-2006
1001,224,1,15-02-2006
1002,224,1,15-02-2006
1003,225,1,15-02-2006
1004,225,1,15-02-2006
1005,225,1,15-02-2006
1006,226,1,15-02-2006
1007,226,1,15-02-2006
1008,226,2,15-02-2006
1009,226,2,15-02-2006
1010,226,2,15-02-2006
1011,227,1,15-02-2006
1012,227,1,15-02-2006
1013,227,1,15-02-2006
1014,227,2,15-02-2006
1015,227,2,15-02-2006
1016,228,1,15-02-2006
1017,228,1,15-02-2006
1018,228,1,15-02-2006
1019,228,2,15-02-2006
1020,228,2,15-02-2006
1021,228,2,15-02-2006
1022,228,2,15-02-2006
1023,229,1,15-02-2006
1024,229,1,15-02-2006
1025,229,2,15-02-2006
1026,229,2,15-02-2006
1027,230,1,15-02-2006
1028,230,1,15-02-2006
1029,231,1,15-02-2006
1030,231,1,15-02-2006
1031,231,1,15-02-2006
1032,231,1,15-02-2006
1033,231,2,15-02-2006
1034,231,2,15-02-2006
1035,231,2,15-02-2006
1036,231,2,15-02-2006
1037,232,1,15-02-2006
1038,232,1,15-02-2006
1039,232,1,15-02-2006
1040,232,2,15-02-2006
1041,232,2,15-02-2006
1042,233,1,15-02-2006
1043,233,1,15-02-2006
1044,233,1,15-02-2006
1045,233,1,15-02-2006
1046,233,2,15-02-2006
1047,233,2,15-02-2006
1048,234,1,15-02-2006
1049,234,1,15-02-2006
1050,234,1,15-02-2006
1051,234,1,15-02-2006
1052,234,2,15-02-2006
1053,234,2,15-02-2006
1054,234,2,15-02-2006
1055,235,1,15-02-2006
1056,235,1,15-02-2006
1057,235,2,15-02-2006
1058,235,2,15-02-2006
1059,235,2,15-02-2006
1060,235,2,15-02-2006
1061,236,2,15-02-2006
1062,236,2,15-02-2006
1063,236,2,15-02-2006
1064,236,2,15-02-2006
1065,237,1,15-02-2006
1066,237,1,15-02-2006
1067,238,1,15-02-2006
1068,238,1,15-02-2006
