sales_key,customer_key,movie_key,store_key,date_key,sales_amount
1101,216,1374,1000,3,2.99000001
1102,1116,1374,1000,3,2.99000001
1103,227,1097,1000,37,8.989999771
1104,1127,1097,1000,37,8.989999771
1105,227,1131,1000,76,2.99000001
1106,1127,1131,1000,76,2.99000001
1107,1195,1488,1001,3,0.99000001
1108,295,1488,1001,3,0.99000001
1109,1395,1372,1000,76,2.99000001
1110,495,1372,1000,76,2.99000001
1111,1220,1201,1000,76,6.989999771
1112,320,1201,1000,76,6.989999771
1113,663,1888,1000,37,8.989999771
1114,1563,1888,1000,37,8.989999771
1115,1293,1855,1000,76,4.989999771
1116,393,1855,1000,76,4.989999771
1117,618,1747,1000,76,0.99000001
1118,1518,1747,1000,76,0.99000001
1119,686,1283,1000,76,6.989999771
1120,1586,1283,1000,76,6.989999771
1121,227,1021,1000,35,2.99000001
1122,1127,1021,1000,35,2.99000001
1123,1259,1985,1001,35,2.99000001
1124,359,1985,1001,35,2.99000001
1125,218,1380,1000,35,4.989999771
1126,1118,1380,1000,35,4.989999771
1127,195,1604,1001,76,3.99000001
1128,1095,1604,1001,76,3.99000001
1129,1218,1544,1000,76,4.989999771
1130,318,1544,1000,76,4.989999771
1131,150,1389,1000,37,4.989999771
1132,1050,1389,1000,37,4.989999771
1133,186,1326,1000,35,10.98999977
1134,1086,1326,1000,35,10.98999977
1135,459,1558,1000,37,2.99000001
1136,1359,1558,1000,37,2.99000001
1137,418,1880,1001,37,5.989999771
1138,1318,1880,1001,37,5.989999771
1139,1286,1333,1000,76,6.989999771
1140,386,1333,1000,76,6.989999771
1141,450,1831,1000,3,5.989999771
1142,1350,1831,1000,3,5.989999771
1143,193,1322,1001,76,4.989999771
1144,1093,1322,1001,76,4.989999771
1145,450,1294,1000,37,4.989999771
1146,1350,1294,1000,37,4.989999771
1147,425,1274,1000,76,0.99000001
1148,1325,1274,1000,76,0.99000001
1149,1195,1963,1001,35,8.989999771
1150,295,1963,1001,35,8.989999771
1151,1261,1330,1000,3,2.99000001
1152,361,1330,1000,3,2.99000001
1153,1252,1933,1001,3,6.989999771
1154,352,1933,1001,3,6.989999771
1155,220,1443,1001,76,8.989999771
1156,1120,1443,1001,76,8.989999771
1157,611,1467,1001,37,2.99000001
1158,1511,1467,1001,37,2.99000001
1159,102,1366,1001,37,0.99000001
1160,1002,1366,1001,37,0.99000001
1161,602,1233,1000,35,2.99000001
1162,1502,1233,1000,35,2.99000001
1163,277,1254,1000,37,4.989999771
1164,1177,1254,1000,37,4.989999771
1165,570,1766,1001,35,7.989999771
1166,1470,1766,1001,35,7.989999771
1167,643,1524,1001,76,5.989999771
1168,1543,1524,1001,76,5.989999771
1169,645,1836,1001,3,3.99000001
1170,1545,1836,1001,3,3.99000001
1171,634,1389,1000,76,4.989999771
1172,1534,1389,1000,76,4.989999771
1173,679,1375,1001,76,3.99000001
1174,1579,1375,1001,76,3.99000001
1175,545,1368,1001,76,9.989999771
1176,1445,1368,1001,76,9.989999771
1177,236,1219,1001,76,2.99000001
1178,1136,1219,1001,76,2.99000001
1179,236,1454,1000,76,4.989999771
1180,1136,1454,1000,76,4.989999771
1181,679,1414,1001,37,6.989999771
1182,1579,1414,1001,37,6.989999771
1183,1402,1624,1000,76,5.989999771
1184,502,1624,1000,76,5.989999771
1185,277,1202,1001,35,4.989999771
1186,1177,1202,1001,35,4.989999771
1187,645,1478,1001,76,1.99000001
1188,1545,1478,1001,76,1.99000001
1189,1236,1165,1000,76,2.99000001
1190,336,1165,1000,76,2.99000001
1191,141,1431,1000,76,6.989999771
1192,1041,1431,1000,76,6.989999771
1193,1245,1315,1001,35,4.989999771
1194,345,1315,1001,35,4.989999771
1195,1302,1529,1000,76,2.99000001
1196,402,1529,1000,76,2.99000001
1197,1243,1204,1000,37,3.99000001
1198,343,1204,1000,37,3.99000001
1199,677,1623,1001,76,4.989999771
1200,1577,1623,1001,76,4.989999771
1201,536,1594,1001,35,1.99000001
1202,1436,1594,1001,35,1.99000001
1203,1379,1940,1000,37,5.989999771
1204,479,1940,1000,37,5.989999771
1205,1370,1989,1001,3,6.989999771
1206,470,1989,1001,3,6.989999771
1207,177,1488,1001,76,5.989999771
1208,1077,1488,1001,76,5.989999771
1209,634,1420,1001,37,5.989999771
1210,1534,1420,1001,37,5.989999771
1211,136,1199,1000,35,0.99000001
1212,1036,1199,1000,35,0.99000001
1213,236,1420,1001,76,4.989999771
1214,1136,1420,1001,76,4.989999771
1215,679,1945,1001,76,4.989999771
1216,1579,1945,1001,76,4.989999771
1217,677,1111,1001,76,6.989999771
1218,1577,1111,1001,76,6.989999771
1219,1202,1721,1001,35,4.989999771
1220,302,1721,1001,35,4.989999771
1221,102,1853,1001,3,8.989999771
1222,1002,1853,1001,3,8.989999771
1223,1200,1321,1000,35,3.99000001
1224,300,1321,1000,35,3.99000001
1225,243,1841,1001,76,7.989999771
1226,1143,1841,1001,76,7.989999771
1227,275,1813,1000,3,7.989999771
1228,1175,1813,1000,3,7.989999771
1229,111,1102,1001,76,5.989999771
1230,1011,1102,1001,76,5.989999771
1231,1409,1878,1000,35,6.989999771
1232,509,1878,1000,35,6.989999771
1233,570,1265,1000,37,0.99000001
1234,1470,1265,1000,37,0.99000001
1235,645,1664,1000,35,5.989999771
1236,1545,1664,1000,35,5.989999771
1237,1277,1326,1000,37,4.989999771
1238,377,1326,1000,37,4.989999771
1239,1309,1558,1000,76,2.99000001
1240,409,1558,1000,76,2.99000001
1241,609,1905,1001,76,0.99000001
1242,1509,1905,1001,76,0.99000001
1243,1236,1062,1000,76,0.99000001
1244,336,1062,1000,76,0.99000001
1245,534,1571,1000,37,2.99000001
1246,1434,1571,1000,37,2.99000001
1247,1402,1610,1000,76,7.989999771
1248,502,1610,1000,76,7.989999771
1249,202,1644,1001,35,2.99000001
1250,1102,1644,1001,35,2.99000001
1251,202,1990,1001,37,5.989999771
1252,1102,1990,1001,37,5.989999771
1253,443,1951,1000,76,4.989999771
1254,1343,1951,1000,76,4.989999771
1255,1377,1979,1000,3,4.989999771
1256,477,1979,1000,3,4.989999771
1257,1300,1274,1000,37,1.99000001
1258,400,1274,1000,37,1.99000001
1259,1243,1028,1000,1,6.989999771
1260,343,1028,1000,1,6.989999771
1261,270,1860,1001,76,5.989999771
1262,1170,1860,1001,76,5.989999771
1263,275,1120,1001,76,6.989999771
1264,1175,1120,1001,76,6.989999771
1265,668,1537,1001,76,1.99000001
1266,1568,1537,1001,76,1.99000001
1267,604,1333,1000,37,4.989999771
1268,1504,1333,1000,37,4.989999771
1269,211,1847,1000,76,3.99000001
1270,1111,1847,1000,76,3.99000001
1271,668,1436,1001,37,2.99000001
1272,1568,1436,1001,37,2.99000001
1273,102,1365,1000,76,3.99000001
1274,1002,1365,1000,76,3.99000001
1275,1379,1307,1000,37,2.99000001
1276,479,1307,1000,37,2.99000001
1277,109,1012,1001,37,5.989999771
1278,1009,1012,1001,37,5.989999771
1279,177,1888,1000,76,4.989999771
1280,1077,1888,1000,76,4.989999771
1281,570,1941,1000,76,2.99000001
1282,1470,1941,1000,76,2.99000001
1283,175,1067,1000,3,6.989999771
1284,1075,1067,1000,3,6.989999771
1285,134,1774,1001,76,6.989999771
1286,1034,1774,1001,76,6.989999771
1287,536,1250,1001,35,7.989999771
1288,1436,1250,1001,35,7.989999771
1289,570,1006,1000,37,7.989999771
1290,1470,1006,1000,37,7.989999771
1291,436,1272,1001,35,3.99000001
1292,1336,1272,1001,35,3.99000001
1293,611,1233,1000,37,2.99000001
1294,1511,1233,1000,37,2.99000001
1295,168,1058,1000,3,2.99000001
1296,1068,1058,1000,3,2.99000001
1297,245,1016,1000,35,4.989999771
1298,1145,1016,1000,35,4.989999771
1299,436,1675,1000,37,4.989999771
1300,1336,1675,1000,37,4.989999771
1301,568,1872,1000,76,2.99000001
1302,1468,1872,1000,76,2.99000001
1303,234,1313,1000,76,6.989999771
1304,1134,1313,1000,76,6.989999771
1305,243,1620,1000,35,2.99000001
1306,1143,1620,1000,35,2.99000001
1307,1234,1823,1001,76,6.989999771
1308,334,1823,1001,76,6.989999771
1309,1236,1333,1001,76,5.989999771
1310,336,1333,1001,76,5.989999771
1311,468,1402,1000,76,4.989999771
1312,1368,1402,1000,76,4.989999771
1313,102,1939,1000,76,1.99000001
1314,1002,1939,1000,76,1.99000001
1315,609,1803,1001,76,4.989999771
1316,1509,1803,1001,76,4.989999771
1317,1234,1209,1001,76,5.989999771
1318,334,1209,1001,76,5.989999771
1319,543,1673,1000,35,0.99000001
1320,1443,1673,1000,35,0.99000001
1321,166,1064,1001,37,4.989999771
1322,1066,1064,1001,37,4.989999771
1323,445,1113,1001,37,5.989999771
1324,1345,1113,1001,37,5.989999771
1325,1236,1397,1001,35,6.989999771
1326,336,1397,1001,35,6.989999771
1327,436,1181,1000,37,4.989999771
1328,1336,1181,1000,37,4.989999771
1329,168,1280,1001,76,0.99000001
1330,1068,1280,1001,76,0.99000001
1331,577,1156,1001,76,0.99000001
1332,1477,1156,1001,76,0.99000001
1333,611,1137,1000,76,2.99000001
1334,1511,1137,1000,76,2.99000001
1335,134,1393,1000,35,2.99000001
1336,1034,1393,1000,35,2.99000001
1337,611,1492,1001,35,0.99000001
1338,1511,1492,1001,35,0.99000001
1339,670,1796,1000,37,0.99000001
1340,1570,1796,1000,37,0.99000001
1341,143,1501,1001,37,2.99000001
1342,1043,1501,1001,37,2.99000001
1343,234,1408,1001,76,4.989999771
1344,1134,1408,1001,76,4.989999771
1345,111,1718,1000,76,5.989999771
1346,1011,1718,1000,76,5.989999771
1347,1236,1438,1000,37,8.989999771
1348,336,1438,1000,37,8.989999771
1349,211,1323,1000,3,4.989999771
1350,1111,1323,1000,3,4.989999771
1351,166,1706,1001,35,2.99000001
1352,1066,1706,1001,35,2.99000001
1353,568,1346,1000,35,4.989999771
1354,1468,1346,1000,35,4.989999771
1355,434,1636,1000,37,4.989999771
1356,1334,1636,1000,37,4.989999771
1357,677,1165,1000,35,2.99000001
1358,1577,1165,1000,35,2.99000001
1359,166,1558,1000,35,2.99000001
1360,1066,1558,1000,35,2.99000001
1361,277,1109,1000,76,0.99000001
1362,1177,1109,1000,76,0.99000001
1363,468,1108,1001,76,0.99000001
1364,1368,1108,1001,76,0.99000001
1365,170,1245,1001,35,7.989999771
1366,1070,1245,1001,35,7.989999771
1367,636,1206,1000,35,4.989999771
1368,1536,1206,1000,35,4.989999771
1369,679,1301,1001,35,2.99000001
1370,1579,1301,1001,35,2.99000001
1371,236,1443,1001,37,7.989999771
1372,1136,1443,1001,37,7.989999771
1373,236,1569,1001,76,7.989999771
1374,1136,1569,1001,76,7.989999771
1375,543,1525,1001,35,2.99000001
1376,1443,1525,1001,35,2.99000001
1377,543,1204,1000,76,1.99000001
1378,1443,1204,1000,76,1.99000001
1379,577,1626,1001,76,4.989999771
1380,1477,1626,1001,76,4.989999771
1381,536,1301,1001,76,2.99000001
1382,1436,1301,1001,76,2.99000001
1383,643,1273,1000,37,2.99000001
1384,1543,1273,1000,37,2.99000001
1385,1243,1246,1000,76,5.989999771
1386,343,1246,1000,76,5.989999771
1387,134,1594,1000,35,0.99000001
1388,1034,1594,1000,35,0.99000001
1389,1377,1058,1000,76,2.99000001
1390,477,1058,1000,76,2.99000001
1391,1277,1387,1000,35,0.99000001
1392,377,1387,1000,35,0.99000001
1393,236,1746,1001,37,0.99000001
1394,1136,1746,1001,37,0.99000001
1395,570,1803,1000,35,4.989999771
1396,1470,1803,1000,35,4.989999771
1397,643,1019,1000,76,9.989999771
1398,1543,1019,1000,76,9.989999771
1399,136,1163,1001,3,1.99000001
1400,1036,1163,1001,3,1.99000001
1401,645,1787,1001,37,2.99000001
1402,1545,1787,1001,37,2.99000001
1403,211,1319,1000,35,8.989999771
1404,1111,1319,1000,35,8.989999771
1405,611,1381,1001,37,3.99000001
1406,1511,1381,1001,37,3.99000001
1407,679,1944,1000,76,0.99000001
1408,1579,1944,1000,76,0.99000001
1409,1234,1809,1000,3,0.99000001
1410,334,1809,1000,3,0.99000001
1411,1409,1014,1001,76,2.99000001
1412,509,1014,1001,76,2.99000001
1413,668,1802,1000,76,4.989999771
1414,1568,1802,1000,76,4.989999771
1415,211,1875,1000,35,2.99000001
1416,1111,1875,1000,35,2.99000001
1417,177,1762,1000,37,7.989999771
1418,1077,1762,1000,37,7.989999771
1419,136,1805,1001,76,5.989999771
1420,1036,1805,1001,76,5.989999771
1421,100,1316,1000,37,2.99000001
1422,1000,1316,1000,37,2.99000001
1423,100,1069,1000,37,5.989999771
1424,1000,1069,1000,37,5.989999771
1425,200,1848,1001,76,0.99000001
1426,1100,1848,1001,76,0.99000001
1427,236,1721,1001,76,4.989999771
1428,1136,1721,1001,76,4.989999771
1429,1309,1963,1001,76,7.989999771
1430,409,1963,1001,76,7.989999771
1431,1377,1775,1001,3,5.989999771
1432,477,1775,1001,3,5.989999771
1433,670,1357,1000,76,1.99000001
1434,1570,1357,1000,76,1.99000001
1435,109,1485,1000,76,4.989999771
1436,1009,1485,1000,76,4.989999771
1437,636,1212,1000,76,2.99000001
1438,1536,1212,1000,76,2.99000001
1439,1243,1347,1001,37,1.99000001
1440,343,1347,1001,37,1.99000001
1441,434,1148,1001,37,0.99000001
1442,1334,1148,1001,37,0.99000001
1443,100,1479,1000,76,2.99000001
1444,1000,1479,1000,76,2.99000001
1445,1370,1669,1001,76,8.989999771
1446,470,1669,1001,76,8.989999771
1447,202,1374,1000,37,8.989999771
1448,1102,1374,1000,37,8.989999771
1449,579,1335,1000,76,6.989999771
1450,1479,1335,1000,76,6.989999771
1451,1370,1366,1001,76,0.99000001
1452,470,1366,1001,76,0.99000001
1453,570,1920,1000,76,2.99000001
1454,1470,1920,1000,76,2.99000001
1455,175,1065,1000,35,3.99000001
1456,1075,1065,1000,35,3.99000001
1457,579,1117,1001,3,0.99000001
1458,1479,1117,1001,3,0.99000001
1459,434,1423,1000,76,0.99000001
1460,1334,1423,1000,76,0.99000001
1461,1300,1972,1001,37,10.98999977
1462,400,1972,1001,37,10.98999977
1463,643,1728,1001,37,6.989999771
1464,1543,1728,1001,37,6.989999771
1465,1277,1116,1000,76,4.989999771
1466,377,1116,1000,76,4.989999771
1467,111,1696,1001,76,0.99000001
1468,1011,1696,1001,76,0.99000001
1469,1379,1763,1000,76,10.98999977
1470,479,1763,1000,76,10.98999977
1471,1303,1921,1001,76,6.989999771
1472,403,1921,1001,76,6.989999771
1473,535,1829,1001,76,0.99000001
1474,1435,1829,1001,76,0.99000001
1475,428,1034,1001,76,4.989999771
1476,1328,1034,1001,76,4.989999771
1477,1242,1553,1001,76,2.99000001
1478,342,1553,1001,76,2.99000001
1479,546,1578,1000,76,6.989999771
1480,1446,1578,1000,76,6.989999771
1481,110,1369,1001,76,6.989999771
1482,1010,1369,1001,76,6.989999771
1483,1285,1078,1000,76,3.99000001
1484,385,1078,1000,76,3.99000001
1485,1403,1951,1000,76,2.99000001
1486,503,1951,1000,76,2.99000001
1487,228,1201,1000,35,4.989999771
1488,1128,1201,1000,35,4.989999771
1489,1403,1111,1001,37,4.989999771
1490,503,1111,1001,37,4.989999771
1491,628,1672,1000,76,0.99000001
1492,1528,1672,1000,76,0.99000001
1493,160,1723,1001,37,6.989999771
1494,1060,1723,1001,37,6.989999771
1495,142,1578,1000,37,4.989999771
1496,1042,1578,1000,37,4.989999771
1497,285,1365,1001,35,3.99000001
1498,1185,1365,1001,35,3.99000001
1499,1267,1386,1001,37,0.99000001
1500,367,1386,1001,37,0.99000001
1501,110,1437,1001,37,2.99000001
1502,1010,1437,1001,37,2.99000001
1503,428,1900,1000,76,0.99000001
1504,1328,1900,1000,76,0.99000001
1505,567,1971,1001,76,6.989999771
1506,1467,1971,1001,76,6.989999771
1507,571,1815,1000,76,6.989999771
1508,1471,1815,1000,76,6.989999771
1509,610,1093,1000,76,4.989999771
1510,1510,1093,1000,76,4.989999771
1511,578,1064,1001,76,8.989999771
1512,1478,1064,1001,76,8.989999771
1513,1417,1255,1001,76,4.989999771
1514,517,1255,1001,76,4.989999771
1515,1392,1354,1001,76,1.99000001
1516,492,1354,1001,76,1.99000001
1517,1267,1493,1000,76,1.99000001
1518,367,1493,1000,76,1.99000001
1519,1203,1499,1000,3,7.989999771
1520,303,1499,1000,3,7.989999771
1521,103,1894,1000,76,5.989999771
1522,1003,1894,1000,76,5.989999771
1523,278,1823,1001,35,7.989999771
1524,1178,1823,1001,35,7.989999771
1525,160,1729,1000,76,6.989999771
1526,1060,1729,1000,76,6.989999771
1527,428,1840,1001,76,6.989999771
1528,1328,1840,1001,76,6.989999771
1529,553,1076,1001,35,6.989999771
1530,1453,1076,1001,35,6.989999771
1531,546,1173,1001,35,4.989999771
1532,1446,1173,1001,35,4.989999771
1533,646,1647,1001,37,4.989999771
1534,1546,1647,1001,37,4.989999771
1535,153,1227,1001,3,2.99000001
1536,1053,1227,1001,3,2.99000001
1537,142,1955,1000,76,4.989999771
1538,1042,1955,1000,76,4.989999771
1539,621,1511,1000,76,7.989999771
1540,1521,1511,1000,76,7.989999771
1541,1267,1852,1000,35,5.989999771
1542,367,1852,1000,35,5.989999771
1543,103,1836,1001,35,6.989999771
1544,1003,1836,1001,35,6.989999771
1545,253,1882,1001,37,6.989999771
1546,1153,1882,1001,37,6.989999771
1547,1210,1804,1000,76,6.989999771
1548,310,1804,1000,76,6.989999771
1549,535,1352,1001,76,5.989999771
1550,1435,1352,1001,76,5.989999771
1551,635,1202,1001,35,4.989999771
1552,1535,1202,1001,35,4.989999771
1553,678,1138,1000,76,4.989999771
1554,1578,1138,1000,76,4.989999771
1555,110,1676,1001,37,0.99000001
1556,1010,1676,1001,37,0.99000001
1557,535,1460,1000,35,0.99000001
1558,1435,1460,1000,35,0.99000001
1559,1267,1505,1000,76,7.989999771
1560,367,1505,1000,76,7.989999771
1561,160,1629,1001,35,0.99000001
1562,1060,1629,1001,35,0.99000001
1563,560,1506,1001,37,4.989999771
1564,1460,1506,1001,37,4.989999771
1565,278,1633,1001,35,0.99000001
1566,1178,1633,1001,35,0.99000001
1567,560,1864,1001,76,4.989999771
1568,1460,1864,1001,76,4.989999771
1569,1210,1034,1001,76,3.99000001
1570,310,1034,1001,76,3.99000001
1571,1210,1776,1001,37,7.989999771
1572,310,1776,1001,37,7.989999771
1573,228,1495,1000,3,0.99000001
1574,1128,1495,1000,3,0.99000001
1575,1410,1487,1000,76,0.99000001
1576,510,1487,1000,76,0.99000001
1577,1385,1837,1000,76,5.989999771
1578,485,1837,1000,76,5.989999771
1579,553,1666,1000,35,8.989999771
1580,1453,1666,1000,35,8.989999771
1581,128,1725,1001,35,3.99000001
1582,1028,1725,1001,35,3.99000001
1583,442,1752,1000,35,0.99000001
1584,1342,1752,1000,35,0.99000001
1585,267,1053,1001,76,4.989999771
1586,1167,1053,1001,76,4.989999771
1587,285,1466,1001,37,3.99000001
1588,1185,1466,1001,37,3.99000001
1589,167,1598,1000,76,7.989999771
1590,1067,1598,1000,76,7.989999771
1591,278,1027,1000,76,4.989999771
1592,1178,1027,1000,76,4.989999771
1593,653,1000,1001,35,3.99000001
1594,1553,1000,1001,35,3.99000001
1595,1235,1613,1001,76,5.989999771
1596,335,1613,1001,76,5.989999771
1597,428,1748,1000,37,4.989999771
1598,1328,1748,1000,37,4.989999771
1599,135,1148,1000,35,1.99000001
1600,1035,1148,1000,35,1.99000001
1601,460,1551,1001,76,1.99000001
1602,1360,1551,1001,76,1.99000001
1603,1292,1345,1000,37,8.989999771
1604,392,1345,1000,37,8.989999771
1605,546,1314,1001,76,4.989999771
1606,1446,1314,1001,76,4.989999771
1607,1217,1431,1001,76,6.989999771
1608,317,1431,1001,76,6.989999771
1609,292,1462,1001,76,2.99000001
1610,1192,1462,1001,76,2.99000001
1611,217,1443,1000,3,4.989999771
1612,1117,1443,1000,3,4.989999771
1613,253,1541,1001,76,2.99000001
1614,1153,1541,1001,76,2.99000001
1615,217,1010,1001,76,1.99000001
1616,1117,1010,1001,76,1.99000001
1617,1260,1171,1000,76,4.989999771
1618,360,1171,1000,76,4.989999771
1619,1260,1825,1001,35,4.989999771
1620,360,1825,1001,35,4.989999771
1621,1417,1300,1001,37,2.99000001
1622,517,1300,1001,37,2.99000001
1623,285,1472,1001,35,2.99000001
1624,1185,1472,1001,35,2.99000001
1625,621,1300,1001,76,0.99000001
1626,1521,1300,1001,76,0.99000001
1627,1260,1293,1001,35,5.989999771
1628,1409,1901,1000,73,4.989999771
1629,509,1901,1000,73,4.989999771
1630,602,1392,1000,38,3.99000001
1631,1502,1392,1000,38,3.99000001
1632,1211,1499,1000,55,6.989999771
1633,311,1499,1000,55,6.989999771
1634,1370,1687,1001,38,0.99000001
1635,470,1687,1001,38,0.99000001
1636,679,1408,1000,38,4.989999771
1637,1579,1408,1000,38,4.989999771
1638,609,1858,1001,56,4.989999771
1639,1509,1858,1001,56,4.989999771
1640,243,1390,1001,73,2.99000001
1641,1143,1390,1001,73,2.99000001
1642,577,1126,1000,6,8.989999771
1643,1477,1126,1000,6,8.989999771
1644,200,1349,1001,74,8.989999771
1645,1100,1349,1001,74,8.989999771
1646,1268,1002,1001,38,2.99000001
1647,368,1002,1001,38,2.99000001
1648,211,1934,1001,55,2.99000001
1649,1111,1934,1001,55,2.99000001
1650,275,1781,1001,5,2.99000001
1651,1175,1781,1001,5,2.99000001
1652,1409,1770,1001,38,4.989999771
1653,509,1770,1001,38,4.989999771
1654,579,1868,1000,38,4.989999771
1655,1479,1868,1000,38,4.989999771
1656,202,1645,1001,38,0.99000001
1657,1102,1645,1001,38,0.99000001
1658,545,1302,1000,73,0.99000001
1659,1445,1302,1000,73,0.99000001
1660,102,1562,1001,73,5.989999771
1661,1002,1562,1001,73,5.989999771
1662,134,1571,1001,6,2.99000001
1663,1034,1571,1001,6,2.99000001
1664,211,1813,1000,55,4.989999771
1665,1111,1813,1000,55,4.989999771
1666,1234,1869,1000,74,0.99000001
1667,334,1869,1000,74,0.99000001
1668,445,1030,1000,38,5.989999771
1669,1345,1030,1000,38,5.989999771
1670,645,1088,1000,56,0.99000001
1671,1545,1088,1000,56,0.99000001
1672,234,1534,1000,38,2.99000001
1673,1134,1534,1000,38,2.99000001
1674,1409,1004,1001,5,4.989999771
1675,509,1004,1001,5,4.989999771
1676,1277,1656,1001,74,5.989999771
1677,377,1656,1001,74,5.989999771
1678,1270,1168,1000,73,3.99000001
1679,370,1168,1000,73,3.99000001
1680,668,1384,1001,38,4.989999771
1681,1568,1384,1001,38,4.989999771
1682,609,1457,1001,6,0.99000001
1683,1509,1457,1001,6,0.99000001
1684,1202,1449,1001,38,2.99000001
1685,302,1449,1001,38,2.99000001
1686,1268,1972,1001,73,6.989999771
1687,368,1972,1001,73,6.989999771
1688,170,1979,1001,73,4.989999771
1689,1070,1979,1001,73,4.989999771
1690,234,1391,1000,73,7.989999771
1691,1134,1391,1000,73,7.989999771
1692,1409,1160,1000,73,4.989999771
1693,509,1160,1000,73,4.989999771
1694,604,1788,1000,74,4.989999771
1695,1504,1788,1000,74,4.989999771
1696,102,1463,1001,74,7.989999771
1697,1002,1463,1001,74,7.989999771
1698,245,1402,1000,38,6.989999771
1699,1145,1402,1000,38,6.989999771
1700,102,1262,1000,74,4.989999771
1701,1002,1262,1000,74,4.989999771
1702,1200,1770,1000,38,5.989999771
1703,300,1770,1000,38,5.989999771
1704,143,1088,1000,73,0.99000001
1705,1043,1088,1000,73,0.99000001
1706,141,1076,1001,55,4.989999771
1707,1041,1076,1001,55,4.989999771
1708,670,1297,1001,5,2.99000001
1709,1570,1297,1001,5,2.99000001
1710,275,1930,1001,5,2.99000001
1711,1175,1930,1001,5,2.99000001
1712,1379,1432,1000,38,2.99000001
1713,479,1432,1000,38,2.99000001
